nameseq,k1,k2,k3,k4,k5,label
non-promoter-34,1.978583948806226,3.8383743082448376,5.2369367616265485,5.8973937251893,6.162890436798801,promotor
non-promoter-35,1.9869119473651298,3.8825350906277274,5.502714766972747,6.157197090657127,6.214838488746853,promotor
non-promoter-36,1.9573481917883475,3.8198250150527873,5.2578416281379825,6.0289919624519985,6.240812514720878,promotor
non-promoter-37,1.9812611957469677,3.8762071227942703,5.224233754314518,5.968031866270414,6.266786540694905,promotor
non-promoter-38,1.9681525122917434,3.8537894166547466,5.289363463526247,5.968031866270416,6.136916410824775,promotor
non-promoter-39,1.945026478772796,3.7302406727521937,5.018678932067335,5.682587475161563,6.013412839340009,promotor
non-promoter-40,1.9382625747467113,3.808817708537334,5.3159440390972605,6.0802740137340505,6.214838488746853,promotor
non-promoter-41,1.9618873288630476,3.8489470044519702,5.417209861882069,6.054632988093023,6.214838488746853,promotor
non-promoter-42,1.9801009284083202,3.8588177085373343,5.376132488491734,6.0289919624519985,6.188864462772827,promotor
non-promoter-43,1.9351355355784712,3.708834766578596,5.03105495774692,5.749832507185104,6.049190599108366,promotor
non-promoter-44,1.9653744479966804,3.8216155047096723,5.303860261345572,5.942390840629389,6.162890436798801,promotor
non-promoter-45,1.9629195335436873,3.8284151647182147,5.3603715707976,6.044954943193493,6.188864462772827,promotor
non-promoter-46,1.9732831460785674,3.7608776714920906,5.036525888196665,5.737262635501182,6.110942384850749,promotor
non-promoter-47,1.8778273466805024,3.665085317999002,5.04061049574899,5.810792603366689,6.110942384850748,promotor
non-promoter-48,1.9701533218853364,3.8409593844388437,5.257841628137981,5.923034750830325,6.162890436798801,promotor
non-promoter-49,1.9562734997705258,3.833817708537334,5.308474539530386,6.080274013734048,6.214838488746852,promotor
non-promoter-50,1.981339441415245,3.914388171700434,5.385688026493803,6.028991962451999,6.188864462772827,promotor
non-promoter-51,1.9801009284083202,3.7957504390671244,5.091446096141441,5.778866641883703,6.058994332902697,promotor
non-promoter-52,1.9607573031877168,3.7861312479437994,5.300183121403125,6.0705959688345175,6.188864462772827,promotor
non-promoter-53,1.998781899058905,3.888697202606874,5.305124381220382,5.958353821370884,6.188864462772827,promotor
non-promoter-54,1.945026478772796,3.8557657859914434,5.200508400125567,5.9680318662704135,6.162890436798801,promotor
non-promoter-55,1.9671138379886242,3.7693019653032076,5.056079165515222,5.769188596984171,6.007046280954644,promotor
non-promoter-56,1.9710017879478037,3.8484753122768858,5.170250684612108,5.983994847011907,6.1628904367988,promotor
non-promoter-57,1.9961046521181633,3.753415164718214,5.075482489447263,5.855789718806782,6.136916410824775,promotor
non-promoter-58,1.9495931346766868,3.8228447015551144,5.292713621836254,5.993672891911442,6.214838488746853,promotor
non-promoter-59,1.9773732457877882,3.8715620836455082,5.378218526926931,6.019313917552467,6.240812514720879,promotor
non-promoter-60,1.991122414039628,3.9165688101400136,5.369927108799669,6.157197090657127,6.240812514720879,promotor
non-promoter-61,1.9883036207569014,3.910354621742511,5.411004482190006,6.080274013734049,6.214838488746853,promotor
non-promoter-62,1.9678190628140473,3.8444678211575174,5.335055115101397,6.019313917552466,6.188864462772827,promotor
non-promoter-63,1.9410510448306986,3.7568118854906034,5.160695146610038,5.9777099111699465,6.240812514720878,promotor
non-promoter-64,1.981261195746968,3.753938214467794,5.135670938841738,5.907071770088832,6.214838488746853,promotor
non-promoter-65,1.9970425090669612,3.8402341158120503,5.203858558435572,5.968031866270414,6.188864462772827,promotor
non-promoter-66,1.9618873288630474,3.7821861374271353,5.110354483145534,5.830148693165755,6.101138651056418,promotor
non-promoter-67,1.9819309237264326,3.757246495798924,4.9858929768042595,5.692265520061093,5.945294495212261,promotor
non-promoter-68,1.9961046521181633,3.9389857974356772,5.390629286311059,5.958353821370884,6.101138651056418,promotor
non-promoter-69,1.9856263738161597,3.8899112214500144,5.363721729107606,6.019313917552467,6.214838488746853,promotor
non-promoter-70,1.9412761621580892,3.677018048528793,5.112148273652829,5.839826738065286,6.0330203069286705,promotor
non-promoter-71,1.9618873288630474,3.806051598486716,5.35081603279553,5.958353821370882,6.101138651056417,promotor
non-promoter-72,1.891794969819348,3.668593754717677,4.989243135114265,5.682587475161562,6.023216573134341,promotor
non-promoter-73,1.985128302899449,3.834865871526164,5.29683296309312,6.019313917552468,6.240812514720878,promotor
non-promoter-74,1.9944463138628048,3.861400721241671,5.330440836916583,5.977709911169945,6.1369164108247745,promotor
non-promoter-75,1.9996728229883816,3.861368485198107,5.401448944187936,6.0289919624519985,6.188864462772827,promotor
non-promoter-76,1.948718772128885,3.7635141052605925,5.0880959378314365,5.871752699548275,6.188864462772827,promotor
non-promoter-77,1.991627520580078,3.9180193473936007,5.419295900317267,6.044954943193492,6.188864462772827,promotor
non-promoter-78,1.9869119473651298,3.809106303366137,5.162781185045235,5.932712795729857,6.240812514720878,promotor
non-promoter-79,1.9801009284083202,3.8997215671635903,5.314679919222451,6.003350936810973,6.188864462772827,promotor
non-promoter-80,1.9697149752083492,3.886200565854127,5.385688026493802,5.900786834246867,6.007046280954644,promotor
non-promoter-81,1.9908781429925868,3.895515984146348,5.339996374918654,5.9777099111699465,6.188864462772827,promotor
non-promoter-82,1.8291036881440652,3.4246484313420362,4.841463742193916,5.692265520061094,6.110942384850748,promotor
non-promoter-83,1.9489741660052518,3.828012790453457,5.318030077532456,5.94239084062939,6.214838488746853,promotor
non-promoter-84,1.89284776430561,3.723624110089933,5.190918128418956,5.785151577725666,5.997242547160314,promotor
non-promoter-85,1.9856263738161597,3.9032129458410005,5.401448944187935,6.121878020116569,6.266786540694905,promotor
non-promoter-86,1.9167858934251094,3.7139507790585826,5.161517065170426,5.881430744447805,6.1369164108247745,promotor
non-promoter-87,1.886715319346433,3.588750623671039,4.8820114449517655,5.57874304605759,5.935490761417931,promotor
non-promoter-88,1.9773732457877882,3.8485489107787103,5.129173311221773,5.865467763706313,6.136916410824775,promotor
non-promoter-89,1.9629195335436873,3.8022182039163366,5.208472836620385,5.94239084062939,6.188864462772827,promotor
non-promoter-90,1.9709713055744702,3.828554961733969,5.274866665706924,6.028991962451998,6.240812514720878,promotor
non-promoter-91,1.8744738220332298,3.645750439067124,5.101328615775952,5.84611167390725,6.127112677030444,promotor
non-promoter-92,1.9908781429925868,3.8448250150527876,5.376132488491733,6.0289919624519985,6.240812514720878,promotor
non-promoter-93,1.9579385099049897,3.8289382144677946,5.216764254747645,5.846111673907248,6.110942384850749,promotor
non-promoter-94,1.9726869288759223,3.8708388785083834,5.311329760912446,5.968031866270415,6.1369164108247745,promotor
non-promoter-95,1.94629691906451,3.70321500933067,5.124559033036959,5.9264278598878946,6.188864462772827,promotor
non-promoter-96,1.991627520580078,3.898744785574757,5.415945742007261,5.968031866270415,6.188864462772827,promotor
non-promoter-97,1.9832995220211747,3.889099576871631,5.4001848243131265,5.968031866270414,6.188864462772827,promotor
non-promoter-98,1.9832995220211747,3.800141182920318,5.274866665706923,5.948675776471353,6.1628904367988016,promotor
non-promoter-99,1.904052895593593,3.7448250150527875,5.21467821631245,5.948675776471353,6.127112677030445,promotor
non-promoter-100,1.9719445869121706,3.830763722501774,5.238730552133843,5.855789718806779,6.162890436798801,promotor
non-promoter-101,1.9869119473651298,3.8687425525307244,5.2955688432183115,5.94239084062939,6.15308670300447,promotor
non-promoter-102,1.9450264787727958,3.7740930199314873,5.222969634439709,5.977709911169945,6.188864462772827,promotor
non-promoter-103,1.8593042962084505,3.621615504709672,4.946079723288731,5.871752699548273,6.136916410824775,promotor
non-promoter-104,1.984362685180295,3.8381741528572944,5.339996374918654,5.958353821370884,6.136916410824775,promotor
non-promoter-105,1.9589725077833622,3.8213619282579643,5.352902071230727,5.974316802112378,6.162890436798801,promotor
non-promoter-106,1.9053008689236053,3.6933072233785427,5.02202909037734,5.72758459060165,6.049190599108365,promotor
non-promoter-107,1.8412496961349198,3.6205159841463472,5.133584900406543,5.80450766752473,6.049190599108366,promotor
non-promoter-108,1.9898881305881342,3.866971184404771,5.265311127704853,5.8814307444478064,6.162890436798801,promotor
non-promoter-109,1.9498715595572078,3.797427149288055,5.283158083834183,5.968031866270416,6.188864462772827,promotor
non-promoter-110,1.9883036207569011,3.856172273971539,5.129173311221772,5.682587475161563,5.945294495212261,promotor
non-promoter-111,1.9047374450750219,3.6965963831787407,5.164045304920043,5.891108789347338,6.110942384850748,promotor
non-promoter-112,1.991122414039628,3.8572807953321577,5.348287793045913,5.875145808605845,6.075164625082392,promotor
non-promoter-113,1.8915517006717653,3.720418543907795,5.051959824258357,5.788544686783235,6.110942384850749,promotor
non-promoter-114,1.9589377606240825,3.852489740703877,5.391893406185868,6.131556065016101,6.214838488746853,promotor
non-promoter-115,1.94539529034474,3.714037155010173,5.004182134248009,5.701943564960627,6.058994332902697,promotor
non-promoter-116,1.9853274375338967,3.8846293531157174,5.374868368616926,6.08027401373405,6.266786540694905,promotor
non-promoter-117,1.9811492422780748,3.889622626621211,5.420560020192074,6.028991962451998,6.162890436798801,promotor
non-promoter-118,1.929981693653823,3.7486754676644294,5.15943102673523,5.810792603366692,6.049190599108366,promotor
non-promoter-119,1.9520692869361014,3.8037037595470173,5.224233754314518,5.99367289191144,6.214838488746853,promotor
non-promoter-120,1.9618873288630474,3.8320976979858763,5.183156380924181,5.977709911169946,6.214838488746853,promotor
non-promoter-121,1.974106817268141,3.920515984146347,5.349551912920722,6.003350936810972,6.240812514720878,promotor
non-promoter-122,1.9832995220211744,3.886454142305836,5.339996374918653,5.977709911169946,6.188864462772827,promotor
non-promoter-123,1.991122414039628,3.9093064587536817,5.369927108799669,6.070595968834518,6.188864462772827,promotor
non-promoter-124,1.904933986362653,3.4999006245612496,4.84874782672658,5.5685285398764375,5.846467995544251,promotor
non-promoter-125,1.9970425090669612,3.8178171285163875,5.2066790461130905,5.881430744447807,6.101138651056418,promotor
non-promoter-126,1.9683464016642533,3.873133296383917,5.197653178743508,5.993672891911442,6.188864462772827,promotor
non-promoter-127,1.8913736972060498,3.6935423971431796,5.088095937831436,5.952068885528921,6.240812514720879,promotor
non-promoter-128,1.9723922221490908,3.9190654468927617,5.360371570797601,6.019313917552467,6.240812514720878,promotor
non-promoter-129,1.9248965194669663,3.7559378190507626,5.224233754314518,5.84611167390725,6.058994332902698,promotor
non-promoter-130,1.9970425090669612,3.9383743082448373,5.379482646801739,5.891108789347338,6.110942384850749,promotor
non-promoter-131,1.9916275205800782,3.9009185279654672,5.401448944187935,5.974316802112377,6.188864462772827,promotor
non-promoter-132,1.9629195335436873,3.8741985174140092,5.376132488491733,6.0352768982939615,6.162890436798801,promotor
non-promoter-133,1.9733286397427887,3.907246495798925,5.247021970261104,5.916749814988363,6.136916410824775,promotor
non-promoter-134,1.9970425090669612,3.8402341158120503,5.203858558435572,5.968031866270414,6.188864462772827,promotor
non-promoter-135,1.9970425090669612,3.8884627476860967,5.293977741711061,5.94239084062939,6.162890436798801,promotor
non-promoter-136,1.919929118140988,3.723335515261131,5.100064495901143,5.820470648266223,6.058994332902696,promotor
non-promoter-137,1.984362685180295,3.890959384438844,5.385688026493803,6.157197090657128,6.240812514720878,promotor
non-promoter-138,1.8390092558008244,3.5322204369603685,4.804470976355907,5.528741321315406,5.899713001649574,promotor
non-promoter-139,1.974103277381131,3.8674421577359945,5.305124381220382,6.044954943193493,6.214838488746853,promotor
non-promoter-140,1.9812611957469677,3.7682538023143777,5.1121482736528305,5.81418571242426,6.075164625082392,promotor
non-promoter-141,1.9070017538633124,3.7206366596311704,5.268661286014858,5.942390840629389,6.188864462772827,promotor
non-promoter-142,1.9219674444151946,3.7379719339800803,5.0710709002624945,5.830148693165754,6.136916410824775,promotor
non-promoter-143,1.8865532969446774,3.7136451261885184,5.045754444566291,5.810792603366691,6.084968358876722,promotor
non-promoter-144,1.9483503785959728,3.8049520779233905,5.284422203708993,5.907071770088832,6.1369164108247745,promotor
non-promoter-145,1.974103277381131,3.8674421577359945,5.305124381220382,6.044954943193493,6.214838488746853,promotor
non-promoter-146,1.9812611957469677,3.7682538023143777,5.1121482736528305,5.81418571242426,6.075164625082392,promotor
non-promoter-147,1.9811492422780745,3.9136972026068744,5.461637393582411,6.1315560650161025,6.240812514720879,promotor
non-promoter-148,1.9618873288630474,3.9136972026068744,5.344610653103467,6.0289919624519985,6.188864462772827,promotor
non-promoter-149,1.9454355575162876,3.753354806346425,5.00418213424801,5.743547571343143,6.084968358876723,promotor
non-promoter-150,1.9856263738161595,3.8499237860408027,5.243671811951098,5.855789718806781,6.188864462772827,promotor
non-promoter-151,1.935617380764456,3.767039783471237,4.936524185286663,5.6922655200610945,6.007046280954644,promotor
non-promoter-152,1.9659902819357729,3.883583253616557,5.46163739358241,6.054632988093025,6.240812514720878,promotor
non-promoter-153,1.9843626851802947,3.8588177085373347,5.40765432388,6.070595968834518,6.266786540694905,promotor
non-promoter-154,1.9653744479966804,3.853938214467795,5.189688742248687,5.846111673907245,6.1369164108247745,promotor
non-promoter-155,1.9410898405548687,3.6950272339300003,5.112148273652829,5.932712795729857,6.084968358876723,promotor
non-promoter-156,1.9683464016642536,3.7873625082789104,5.267397166140051,6.009635872652936,6.162890436798801,promotor
non-promoter-157,1.909371893892712,3.780475127672972,5.325499577099329,6.08027401373405,6.188864462772827,promotor
non-promoter-158,1.9771710960377469,3.9180193473936007,5.420560020192075,6.096236994475544,6.266786540694905,promotor
non-promoter-159,1.9315511389775273,3.789388171700435,5.297327900021067,5.968031866270416,6.188864462772827,promotor
non-promoter-160,1.981261195746968,3.816622231204179,4.963926679418061,5.645988078081135,5.971268521186288,promotor
non-promoter-161,1.9151999226133205,3.680509427206205,5.072662001769745,5.830148693165754,6.110942384850748,promotor
non-promoter-162,1.9319738499994459,3.75012012351712,5.200508400125566,5.855789718806779,6.15308670300447,promotor
non-promoter-163,1.9633423029285266,3.7915167337216573,5.170250684612108,5.993672891911437,6.188864462772826,promotor
non-promoter-164,1.9566355596866203,3.8633400087116043,5.401448944187935,6.003350936810972,6.188864462772827,promotor
non-promoter-165,1.981261195746968,3.9364027847313414,5.420560020192075,6.105915039375077,6.240812514720878,promotor
non-promoter-166,1.9533586786908408,3.7402341158120507,5.107533995468017,5.769188596984172,6.136916410824775,promotor
non-promoter-167,1.8593042962084505,3.6662262010205886,5.049104602876296,5.900786834246867,6.240812514720879,promotor
non-promoter-168,1.9627107119145406,3.831032476955784,5.300183121403126,5.968031866270415,6.1628904367988016,promotor
non-promoter-169,1.9932858588354365,3.9086175531497904,5.415945742007261,6.105915039375075,6.214838488746853,promotor
non-promoter-170,1.998781899058905,3.869065446892761,5.290627583401056,5.95206888552892,6.214838488746852,promotor
non-promoter-171,1.9898881305881346,3.8488242654774774,5.3337909952265905,5.993672891911441,6.188864462772827,promotor
non-promoter-172,1.9716703014874306,3.902166846341841,5.31594403909726,5.942390840629388,6.188864462772826,promotor
non-promoter-173,1.9996728229883816,3.797287352272301,5.360371570797601,6.028991962451999,6.188864462772827,promotor
non-promoter-174,1.9320834574050556,3.8460903914704234,5.319621179039705,5.932712795729858,6.240812514720879,promotor
non-promoter-175,1.985128302899449,3.792207702815217,5.300183121403126,6.054632988093025,6.214838488746853,promotor
non-promoter-176,1.9668857291711443,3.8883743082448374,5.349022242288236,6.028991962451999,6.205034754952522,promotor
non-promoter-177,1.9148301101778593,3.670348064802367,4.998269002483847,5.732589199903745,6.075164625082392,promotor
non-promoter-178,1.9802725854710739,3.8498703649766375,5.264047007830046,5.968031866270415,6.188864462772827,promotor
non-promoter-179,1.991122414039628,3.811837395039661,5.153225647043166,5.801114558467161,6.110942384850749,promotor
non-promoter-180,1.976948685647897,3.8418053285504605,5.319294197407263,5.9167498149883615,6.1369164108247745,promotor
non-promoter-181,1.9676040597005013,3.900716309088254,5.537586760671017,6.182838116298153,6.266786540694905,promotor
non-promoter-182,1.9351818218618102,3.7954365042436273,5.161517065170425,5.7435475713431465,6.049190599108366,promotor
non-promoter-183,1.941051044830699,3.7157571655616306,5.073926121644552,5.881430744447805,6.188864462772827,promotor
non-promoter-184,1.940038951702946,3.760494418758266,5.230439134006582,6.0289919624519985,6.214838488746853,promotor
non-promoter-185,1.94629691906451,3.809340758286914,5.188097640741438,5.830148693165755,6.049190599108366,promotor
non-promoter-186,1.9935553899333285,3.8619258344809198,5.132523469531776,5.820470648266223,6.127112677030444,promotor
non-promoter-187,1.930153297499936,3.7639337210173203,5.162781185045235,5.820470648266222,6.049190599108366,promotor
non-promoter-188,1.9616951601365145,3.8118030955064275,5.322441666717226,6.0705959688345175,6.266786540694905,promotor
non-promoter-189,1.9832995220211744,3.8079114060539285,5.039054127946281,5.682587475161561,6.084968358876722,promotor
non-promoter-190,1.9633423029285266,3.870515984146347,5.404799102497941,6.1315560650161025,6.240812514720878,promotor
non-promoter-191,1.9446197903807807,3.7703137652691345,5.20385855843557,5.932712795729855,6.1369164108247745,promotor
non-promoter-192,1.9337504064457478,3.8383743082448385,5.173600842922114,5.907071770088833,6.162890436798801,promotor
non-promoter-193,1.974937501201927,3.8312860534074926,5.17568688135731,6.0289919624519985,6.240812514720879,promotor
non-promoter-194,1.974913149574022,3.8779784909202237,5.413090520625202,6.105915039375075,6.240812514720878,promotor
non-promoter-195,1.9509207357525793,3.7325693901609602,5.210063938127636,5.932712795729858,6.214838488746853,promotor
non-promoter-196,1.9924373927729695,3.9182538023143776,5.344610653103467,6.080274013734049,6.188864462772827,promotor
non-promoter-197,1.9773732457877882,3.8231332963839177,5.308474539530385,5.871752699548275,6.0913349172620865,promotor
non-promoter-198,1.8505326140344862,3.535388921275744,4.9602495394756145,5.810792603366693,6.162890436798801,promotor
non-promoter-199,1.9658122013478676,3.827978490920224,5.249550210010721,5.952068885528921,6.214838488746853,promotor
non-promoter-200,1.9151999226133205,3.680509427206205,5.072662001769745,5.830148693165754,6.110942384850748,promotor
non-promoter-201,1.981261195746968,3.816622231204179,4.963926679418061,5.645988078081135,5.971268521186288,promotor
non-promoter-202,1.995384170811603,3.9348315719929308,5.259105748012789,5.900786834246869,6.110942384850748,promotor
non-promoter-203,1.8856939731182647,3.6845086776308937,5.012473552375271,5.708228500802588,6.162890436798801,promotor
non-promoter-204,1.942372690082456,3.731268995366231,5.083481659646621,5.804507667524729,6.084968358876723,promotor
non-promoter-205,1.9877604134275972,3.768716493692169,5.119617773219702,5.7788666418837025,6.127112677030444,promotor
non-promoter-206,1.9676040597005016,3.8009185279654676,5.315944039097258,5.983994847011908,6.188864462772826,promotor
non-promoter-207,1.9821521196764444,3.9061983328100944,5.298919001528317,5.952068885528921,6.075164625082391,promotor
non-promoter-208,1.9458999788461586,3.7947927790092226,5.357021412487594,6.08027401373405,6.240812514720878,promotor
non-promoter-209,1.9098916711118217,3.6654342711995946,5.218355356254896,5.942390840629388,6.188864462772827,promotor
non-promoter-210,1.9259785981781432,3.8049500144337225,5.21341409643764,5.916749814988364,6.214838488746853,promotor
non-promoter-211,1.9869119473651298,3.9399112214500143,5.319294197407265,6.019313917552467,6.214838488746853,promotor
non-promoter-212,1.9961046521181633,3.9594291977281735,5.420560020192074,5.993672891911438,6.1369164108247745,promotor
non-promoter-213,1.9428862953314523,3.7680193473936,5.108798115342825,5.8398267380652875,6.127112677030444,promotor
non-promoter-214,1.9935553899333285,3.867819192006057,5.369927108799669,5.993672891911442,6.188864462772827,promotor
non-promoter-215,1.9819309237264324,3.893778915553628,5.357021412487595,5.993672891911442,6.162890436798801,promotor
non-promoter-216,1.9676040597005016,3.8490930199314874,5.360371570797601,6.0289919624519985,6.240812514720878,promotor
non-promoter-217,1.952011742998551,3.8215620836455075,5.327912597166966,5.820470648266222,6.084968358876723,promotor
non-promoter-218,1.9417186609077042,3.792259060389713,5.1532256470431665,5.865467763706314,6.1369164108247745,promotor
non-promoter-219,1.9252804446145775,3.7888630584611844,5.20385855843557,5.9839948470119095,6.1369164108247745,promotor
non-promoter-220,1.9979334329964378,3.8841063033661376,5.46163739358241,6.044954943193492,6.240812514720878,promotor
non-promoter-221,1.9979334329964378,3.9167168891092006,5.278216824016929,5.865467763706313,6.084968358876723,promotor
non-promoter-222,1.9953841708116027,3.8897090025728014,5.441262197703464,6.1315560650161025,6.214838488746853,promotor
non-promoter-223,1.9853274375338967,3.9320463404113806,5.445876475888277,6.131556065016102,6.266786540694905,promotor
non-promoter-224,1.9785839488062262,3.896850678474311,5.113412393527638,5.798222731682765,6.058994332902696,promotor
non-promoter-225,1.991122414039628,3.913897357994418,5.521825842976885,6.0802740137340505,6.214838488746853,promotor
non-promoter-226,1.9908781429925866,3.832622811225126,5.230439134006582,5.759510552084639,6.049190599108366,promotor
non-promoter-227,1.973328639742789,3.7962391892834715,5.21341409643764,5.916749814988364,6.084968358876723,promotor
non-promoter-228,1.986118315303901,3.8695562605987766,5.239994672008652,5.99367289191144,6.240812514720879,promotor
non-promoter-229,1.9898881305881342,3.9091406028993703,5.401448944187936,6.044954943193493,6.188864462772827,promotor
non-promoter-230,1.9642276915166346,3.856521227172131,5.309738659405196,6.019313917552467,6.214838488746853,promotor
non-promoter-231,1.9935553899333285,3.8511529828862443,5.264047007830045,5.90078683424687,6.188864462772827,promotor
non-promoter-232,1.9898881305881344,3.8037894166547463,5.246200051700716,6.070595968834518,6.240812514720879,promotor
non-promoter-233,1.9726869288759223,3.8203158287588037,5.214678216312448,5.85578971880678,6.162890436798801,promotor
non-promoter-234,1.9802725854710739,3.838374308244837,5.259105748012789,6.019313917552467,6.240812514720879,promotor
non-promoter-235,1.9970425090669612,3.9374145846972675,5.414354640500011,6.003350936810972,6.188864462772827,promotor
non-promoter-236,1.983588047541953,3.8725759471011036,5.271516507396918,5.968031866270415,6.1369164108247745,promotor
non-promoter-237,1.9189012676456634,3.6856409555309,5.096971123871349,5.834616841186225,6.05555715749373,promotor
non-promoter-238,1.8590885510496702,3.651891491643074,5.0556369642008026,5.708228500802589,6.02321657313434,promotor
non-promoter-239,1.9870561722526991,3.9093407582869144,5.31594403909726,5.916749814988362,6.162890436798801,promotor
non-promoter-240,1.935549352817761,3.774958085574036,5.101001634143511,5.801114558467159,6.075164625082391,promotor
non-promoter-241,1.9697149752083492,3.781340193315519,5.218028374622455,5.993672891911442,6.240812514720879,promotor
non-promoter-242,1.9892936331613535,3.876932391421063,5.289363463526248,5.948675776471353,6.188864462772827,promotor
non-promoter-243,1.9589377606240825,3.765810586625797,5.078867381461809,5.820470648266223,6.110942384850748,promotor
non-promoter-244,1.9856263738161597,3.8219383990717093,5.21182299493039,5.881430744447807,6.136916410824775,promotor
non-promoter-245,1.9426068201569628,3.761837395039661,5.120439691780091,5.907071770088833,6.214838488746853,promotor
non-promoter-246,1.9869119473651298,3.901207122794271,5.442526317578273,6.080274013734049,6.214838488746853,promotor
non-promoter-247,1.9482021797836204,3.751120746842681,5.205414926238281,5.923034750830327,6.162890436798801,promotor
non-promoter-248,1.983588047541953,3.778589261267202,5.080953419897004,5.794829622625197,6.02321657313434,promotor
non-promoter-249,1.891794969819348,3.5881741528572944,4.958163501040418,5.7885446867832355,6.0330203069286705,promotor
non-promoter-250,1.9627107119145406,3.863174152857294,5.344610653103466,5.932712795729857,6.188864462772827,promotor
non-promoter-251,1.8984921230141798,3.5930879464600674,4.848164058813926,5.58842109095712,5.929124203032567,promotor
non-promoter-252,1.9769486856478973,3.7912802153112106,5.239994672008652,5.907071770088832,6.179060728978496,promotor
non-promoter-253,1.9961046521181633,3.9108776714920914,5.39809878587793,5.9777099111699465,6.188864462772827,promotor
non-promoter-254,1.9932858588354367,3.922575947101104,5.47119293158448,6.044954943193492,6.188864462772827,promotor
non-promoter-255,1.9819309237264326,3.9050727534082137,5.037463026439031,5.72419148154408,6.049190599108365,promotor
non-promoter-256,1.9924373927729695,3.9307980220350065,5.390629286311057,6.0193139175524655,6.214838488746852,promotor
non-promoter-257,1.9870561722526991,3.9033013852822607,5.355757292612787,5.9327127957298575,6.188864462772827,promotor
non-promoter-258,1.9666928177357434,3.7647967231701993,5.178542102739368,5.94239084062939,6.214838488746852,promotor
non-promoter-259,1.9856263738161597,3.860031727380475,5.183156380924182,5.916749814988365,6.136916410824775,promotor
non-promoter-260,1.9979334329964378,3.9226986860755964,5.381073748308989,5.9839948470119095,6.162890436798801,promotor
